question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
1,B,A,B,B
2,D,D,D,D
3,D,D,D,D
4,C,C,C,C
5,A,A,D,A
6,A,A,A,A
7,D,D,B,D
8,D,D,D,D
9,A,A,A,A
10,C,B,B,B
11,A,A,A,A
12,A,A,A,A
13,B,B,B,B
14,D,D,D,D
15,B,B,B,B
16,C,C,C,C
17,A,D,D,D
18,A,A,A,A
19,D,D,D,D
20,C,C,C,C
21,D,D,D,D
22,D,D,D,D
23,B,B,B,B
24,B,B,B,B
25,B,B,B,B
26,C,C,C,C
27,C,C,C,C
28,A,A,A,A
29,D,D,D,D
30,A,A,A,A
31,B,D,B,B
32,C,C,C,C
33,B,B,B,B
34,C,C,C,C
35,B,B,B,B
36,B,A,A,A
37,A,A,A,A
38,A,A,A,A
39,A,A,A,A
40,A,A,C,A
41,D,D,D,D
42,A,A,A,A
43,B,A,B,B
44,D,D,D,D
45,D,D,D,D
46,B,B,A,B
47,A,A,A,A
48,A,A,A,A
49,A,A,A,A
50,A,A,A,A
51,A,A,C,A
52,A,C,C,C
53,A,A,A,A
54,B,B,C,B
55,B,B,B,B
56,B,C,A,A
57,C,D,A,A
58,A,A,A,A
59,A,A,A,A
60,A,A,A,A
61,A,A,A,A
62,A,A,A,A
63,C,D,D,D
64,A,A,A,A
65,B,B,A,B
66,A,A,A,A
67,A,A,A,A
68,D,D,A,D
69,A,A,A,A
70,A,A,A,A
71,A,A,A,A
72,A,A,A,A
73,A,A,A,A
74,B,B,B,B
75,C,C,C,C
76,D,D,D,D
77,A,B,B,B
78,A,A,A,A
79,A,A,A,A
80,A,A,A,A
81,A,A,A,A
82,A,A,A,A
83,A,A,A,A
84,A,A,A,A
85,B,B,B,B
86,A,A,A,A
87,A,A,A,A
88,D,D,D,D
89,D,D,C,D
90,A,A,A,A
91,B,A,A,A
92,A,A,A,A
93,A,A,A,A
94,A,A,A,A
95,A,A,A,A
96,A,D,D,D
97,C,C,C,C
98,D,D,A,D
99,B,B,B,B
100,C,C,C,C
101,A,A,A,A
102,A,A,A,A
103,A,A,A,A
104,A,A,A,A
105,A,A,A,A
106,A,A,A,A
107,A,A,A,A
108,B,B,D,B
109,B,B,B,B
110,B,A,A,A
111,A,B,A,A
112,D,D,D,D
113,C,C,A,C
114,A,A,A,A
115,A,A,A,A
116,A,A,A,A
117,A,B,A,A
118,B,B,B,B
119,B,B,B,B
120,A,A,A,A
121,D,D,D,D
122,B,B,B,B
123,A,A,A,A
124,A,A,A,A
125,A,A,A,A
126,A,A,A,A
127,A,A,A,A
128,A,C,C,C
129,D,D,D,D
130,C,C,C,C
131,B,B,C,B
132,A,A,A,A
133,B,B,B,B
134,A,A,A,A
135,A,A,A,A
136,A,A,A,A
137,A,A,A,A
138,A,A,B,A
139,D,D,D,D
140,C,C,C,C
141,A,C,C,C
142,C,C,C,C
143,C,B,C,C
144,C,C,A,C
145,A,A,A,A
146,A,A,A,A
147,A,A,A,A
148,A,A,A,A
149,A,A,A,A
150,D,D,D,D
151,D,D,D,D
152,A,C,A,A
153,B,B,B,B
154,A,A,A,A
155,A,A,A,A
156,A,A,A,A
157,A,A,A,A
158,A,A,A,A
159,A,A,A,A
160,C,C,C,C
161,B,B,B,B
162,A,A,A,A
163,D,D,D,D
164,C,C,C,C
165,B,B,B,B
166,A,A,A,A
167,A,A,A,A
168,A,A,A,A
169,A,A,A,A
170,A,A,A,A
171,D,D,D,D
172,C,C,C,C
173,D,D,D,D
174,C,C,C,C
175,A,A,A,A
176,B,D,A,A
177,A,A,A,A
178,A,A,A,A
179,A,A,A,A
180,A,A,A,A
181,A,D,B,A
182,C,C,C,C
183,C,C,C,C
184,B,B,B,B
185,D,D,D,D
186,C,A,C,C
187,B,A,A,A
188,A,A,A,A
189,A,A,A,A
190,A,A,A,A
191,A,A,A,A
192,A,A,B,A
193,C,C,C,C
194,A,A,A,A
195,D,D,D,D
196,C,C,C,C
197,C,C,C,C
198,B,D,A,A
199,A,A,A,A
200,A,A,A,A
201,A,A,A,A
202,A,A,A,A
203,A,A,A,A
204,C,B,D,B
205,D,D,D,D
206,B,D,D,D
207,B,B,B,B
208,B,B,B,B
209,C,C,A,C
210,A,A,A,A
211,A,A,A,A
212,A,A,A,A
213,A,A,A,A
214,A,A,A,A
215,C,C,C,C
216,C,C,C,C
217,D,D,D,D
218,A,D,A,A
219,D,D,A,D
220,D,D,D,D
221,A,A,A,A
222,A,A,A,A
223,A,A,A,A
224,A,A,A,A
225,A,D,B,A
226,D,D,D,D
227,C,C,C,C
228,B,B,B,B
229,D,D,D,D
230,D,D,D,D
231,B,B,A,B
232,A,A,A,A
233,A,A,A,A
234,A,A,A,A
235,A,A,A,A
236,A,A,B,A
237,C,C,C,C
238,C,A,A,A
239,D,D,D,D
240,A,A,A,A
241,D,D,D,D
242,D,A,A,A
243,A,A,A,A
244,A,A,A,A
245,A,A,A,A
246,A,A,A,A
247,A,A,A,A
248,A,A,B,A
249,B,B,B,B
250,B,C,C,C
251,D,D,D,D
252,D,D,D,D
253,C,C,C,C
254,B,A,A,A
255,A,A,A,A
256,A,A,A,A
257,A,A,A,A
258,A,A,A,A
259,A,A,A,A
260,C,C,C,C
261,D,C,B,B
262,D,B,B,B
263,D,D,D,D
264,A,A,A,A
265,A,A,A,A
266,A,A,A,A
267,A,A,A,A
268,A,A,A,A
269,A,A,A,A
270,C,C,C,C
271,A,A,A,A
272,D,D,B,D
273,D,D,D,D
274,D,B,D,D
275,A,A,A,A
276,A,A,A,A
277,A,A,A,A
278,A,A,A,A
279,A,A,A,A
280,A,A,C,A
281,A,A,A,A
282,B,B,B,B
283,C,C,C,C
284,B,C,C,C
285,C,C,C,C
286,D,D,A,D
287,A,A,A,A
288,A,A,A,A
289,A,A,A,A
290,A,A,A,A
291,A,A,A,A
292,D,D,D,D
293,A,C,A,A
294,A,A,A,A
295,B,B,B,B
296,D,D,D,D
297,B,B,B,B
298,A,A,A,A
299,A,A,A,A
300,A,A,A,A
301,A,A,A,A
302,A,A,A,A
303,A,A,D,A
304,D,D,D,D
305,D,D,D,D
306,B,B,C,B
307,C,C,C,C
308,C,C,C,C
309,C,C,A,C
310,A,A,A,A
311,A,A,A,A
312,A,A,A,A
313,A,A,A,A
314,A,A,A,A
315,C,C,C,C
316,D,A,A,A
317,B,A,B,B
318,D,D,D,D
319,A,A,C,A
320,A,B,A,A
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,A,A,A,A
325,A,A,A,A
326,B,D,B,B
327,C,C,A,C
328,D,D,D,D
329,B,B,A,B
330,B,B,B,B
331,C,A,A,A
332,A,A,A,A
333,A,A,A,A
334,A,A,A,A
335,A,A,A,A
336,A,A,A,A
337,D,D,D,D
338,B,B,B,B
339,A,A,A,A
340,D,D,B,D
341,A,A,A,A
342,B,A,A,A
343,A,A,A,A
344,A,A,A,A
345,A,A,A,A
346,A,A,A,A
347,A,D,D,D
348,D,D,D,D
349,D,D,D,D
350,D,D,D,D
351,C,C,C,C
352,B,B,B,B
353,B,A,A,A
354,A,A,A,A
355,A,A,A,A
356,A,A,A,A
357,A,A,A,A
358,A,A,A,A
359,B,B,B,B
360,A,A,A,A
361,D,D,D,D
362,C,C,C,C
363,B,B,B,B
364,D,D,A,D
365,A,A,A,A
366,A,A,A,A
367,A,A,A,A
368,A,A,A,A
369,A,A,A,A
370,B,B,B,B
371,A,A,A,A
372,D,C,C,C
373,C,C,C,C
374,A,B,B,B
375,B,B,A,B
376,A,A,A,A
377,A,A,A,A
378,A,A,A,A
379,A,A,A,A
380,A,A,A,A
381,B,B,B,B
382,B,B,B,B
383,B,B,B,B
384,C,C,A,C
385,A,D,A,A
386,D,D,D,D
387,D,A,A,A
388,A,A,A,A
389,A,A,A,A
390,A,A,A,A
391,A,A,A,A
392,A,A,A,A
393,A,A,A,A
394,B,B,B,B
395,A,A,A,A
396,B,B,B,B
397,D,D,D,D
398,B,B,B,B
399,C,A,A,A
400,A,A,A,A
401,A,A,A,A
402,A,A,A,A
403,A,A,A,A
404,A,A,C,A
405,B,B,B,B
406,B,B,B,B
407,C,C,C,C
408,D,D,D,D
409,B,B,B,B
410,C,C,C,C
411,A,A,A,A
412,A,A,A,A
413,A,A,A,A
414,A,A,A,A
415,A,A,A,A
416,D,D,D,D
417,C,C,C,C
418,D,D,D,D
419,D,D,D,D
420,C,C,C,C
421,C,C,A,C
422,A,A,A,A
423,A,A,A,A
424,A,A,A,A
425,A,A,A,A
426,A,A,D,A
427,D,D,D,D
428,D,D,D,D
429,C,C,C,C
430,C,C,C,C
431,B,B,B,B
432,B,D,A,A
433,A,A,A,A
434,A,A,A,A
435,A,A,A,A
436,A,A,A,A
437,D,D,D,D
438,C,C,C,C
439,C,C,C,C
440,B,B,B,B
441,A,A,A,A
442,C,C,C,C
