question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
1,A,A,A,A
2,A,A,A,A
3,A,D,D,D
4,C,C,C,C
5,A,A,D,A
6,A,A,A,A
7,D,D,B,D
8,D,D,D,D
9,A,A,A,A
10,A,A,A,A
11,A,A,A,A
12,A,A,A,A
13,A,A,A,A
14,A,D,D,D
15,B,B,B,B
16,C,C,C,C
17,A,D,D,D
18,A,A,A,A
19,D,D,D,D
20,A,C,A,A
21,A,A,A,A
22,A,A,A,A
23,A,A,A,A
24,A,A,A,A
25,A,A,A,A
26,C,C,C,C
27,C,C,C,C
28,A,A,A,A
29,D,D,D,D
30,A,A,A,A
31,B,D,B,B
32,C,A,A,A
33,A,A,A,A
34,A,A,A,A
35,A,A,A,A
36,A,A,A,A
37,A,D,D,D
38,A,A,A,A
39,B,B,B,B
40,C,C,C,C
41,D,D,D,D
42,A,A,A,A
43,B,A,A,A
44,A,A,A,A
45,A,A,A,A
46,A,A,A,A
47,A,A,A,A
48,A,A,D,A
49,D,D,D,D
50,C,C,D,C
51,C,C,C,C
52,A,C,C,C
53,A,A,A,A
54,B,B,C,B
55,B,A,A,A
56,A,A,A,A
57,A,A,A,A
58,A,A,A,A
59,A,A,A,A
60,B,B,B,B
61,C,C,C,C
62,C,B,A,C
63,C,D,C,C
64,A,A,A,A
65,B,B,A,B
66,A,A,A,A
67,A,A,A,A
68,A,A,A,A
69,A,A,A,A
70,A,A,A,A
71,A,A,C,A
72,A,A,A,A
73,A,A,A,A
74,B,B,B,B
75,C,C,C,C
76,D,D,D,D
77,B,B,B,B
78,A,A,A,A
79,A,A,A,A
80,A,A,A,A
81,A,A,A,A
82,A,A,B,A
83,D,D,D,D
84,B,B,B,B
85,B,B,B,B
86,A,A,A,A
87,A,A,A,A
88,D,D,D,D
89,D,A,A,A
90,A,A,A,A
91,A,A,A,A
92,A,A,A,A
93,A,A,C,A
94,C,C,C,C
95,B,B,B,B
96,D,D,D,D
97,C,C,C,C
98,D,D,A,D
99,B,B,B,B
100,C,A,A,A
101,A,A,A,A
102,A,A,A,A
103,A,A,A,A
104,A,A,A,A
105,A,A,C,A
106,D,D,D,D
107,A,A,A,A
108,B,B,C,B
109,B,B,B,B
110,B,A,A,A
111,A,B,A,A
112,D,A,A,A
113,A,A,A,A
114,A,A,A,A
115,A,A,A,A
116,A,A,A,A
117,A,B,A,A
118,B,B,C,B
119,B,B,B,B
120,A,A,A,A
121,D,D,D,D
122,B,B,B,B
123,D,A,A,A
124,A,A,A,A
125,A,A,A,A
126,A,A,A,A
127,A,A,A,A
128,A,C,C,C
129,D,D,D,D
130,C,C,C,C
131,B,B,B,B
132,A,A,A,A
133,B,B,B,B
134,B,B,A,B
135,A,A,A,A
136,A,A,A,A
137,A,A,A,A
138,A,A,A,A
139,A,D,D,D
140,C,C,C,C
141,A,C,C,C
142,C,C,C,C
143,C,B,C,C
144,C,C,C,C
145,A,A,A,A
146,A,A,A,A
147,A,A,A,A
148,A,A,A,A
149,A,A,A,A
150,A,A,D,A
151,D,D,D,D
152,A,C,A,A
153,B,B,B,B
154,A,A,A,A
155,C,C,C,C
156,B,B,B,B
157,A,A,A,A
158,A,A,A,A
159,A,A,A,A
160,A,A,A,A
161,A,A,A,A
162,A,A,A,A
163,D,D,D,D
164,C,C,C,C
165,B,B,B,B
166,D,D,D,D
167,D,D,D,D
168,C,C,A,C
169,A,A,A,A
170,A,A,A,A
171,A,A,A,A
172,A,A,A,A
173,A,D,D,D
174,C,C,C,C
175,A,A,A,A
176,B,D,D,D
177,A,A,A,A
178,C,C,C,C
179,D,D,A,D
180,A,A,A,A
181,A,A,A,A
182,A,A,A,A
183,A,A,A,A
184,A,A,B,A
185,D,D,D,D
186,C,C,C,C
187,B,A,A,A
188,C,C,C,C
189,D,D,D,D
190,B,B,B,B
191,C,A,A,A
192,A,A,A,A
193,A,A,A,A
194,A,A,A,A
195,A,A,A,A
196,C,C,C,C
197,C,C,C,C
198,B,B,B,B
199,B,B,B,B
200,C,C,C,C
201,B,B,D,B
202,C,C,A,C
203,A,A,A,A
204,A,A,A,A
205,A,A,A,A
206,A,A,A,A
207,A,A,A,A
208,B,B,B,B
209,C,C,C,C
210,A,A,A,A
211,C,C,C,C
212,C,C,C,C
213,A,A,A,A
214,B,B,A,B
215,A,A,A,A
216,A,A,A,A
217,A,A,A,A
218,A,A,A,A
219,A,A,A,A
220,D,D,D,D
221,B,B,B,B
222,B,B,B,B
223,B,B,B,B
224,C,A,A,A
225,B,B,B,B
226,D,A,A,A
227,A,A,A,A
228,A,A,A,A
229,A,A,A,A
230,A,A,A,A
231,A,B,B,B
232,C,C,C,C
233,A,A,A,A
234,B,B,B,B
235,B,A,A,A
236,B,B,B,B
237,C,C,C,C
238,A,A,A,A
239,A,A,A,A
240,A,A,A,A
241,A,A,A,A
242,A,A,D,A
243,D,D,B,D
244,D,D,D,D
245,A,A,A,A
246,B,B,C,B
247,D,D,D,D
248,A,A,B,A
249,B,A,A,A
250,A,A,A,A
251,A,A,A,A
252,A,A,A,A
253,A,A,A,A
254,A,B,B,B
255,C,C,C,C
256,D,D,D,D
257,A,A,A,A
258,A,A,A,A
259,A,A,A,A
260,C,C,C,C
261,A,A,A,A
262,A,A,A,A
263,A,A,A,A
264,A,A,A,A
265,A,A,A,A
266,C,C,C,C
267,B,B,C,B
268,A,A,A,A
269,A,A,A,A
270,C,C,C,C
271,A,A,A,A
272,A,A,A,A
273,A,A,A,A
274,A,A,A,A
275,A,A,A,A
276,A,A,A,A
277,C,C,C,C
278,C,C,C,C
279,B,B,B,B
280,C,B,C,C
281,A,A,A,A
282,B,B,B,B
283,C,A,A,A
284,A,A,A,A
285,A,A,A,A
286,A,A,A,A
287,A,A,D,A
288,C,C,C,C
289,D,D,D,D
290,A,A,A,A
291,D,D,D,D
292,D,D,D,D
293,A,C,A,A
294,A,A,A,A
295,A,A,A,A
296,A,A,A,A
297,A,A,A,A
298,A,A,A,A
299,A,A,C,A
300,B,B,A,B
301,C,C,C,C
302,D,D,D,D
303,D,D,D,D
304,D,D,D,D
305,D,A,A,A
306,A,A,A,A
307,A,A,A,A
308,A,A,A,A
309,A,A,A,A
310,A,A,A,A
311,C,C,C,C
312,C,C,C,C
313,A,A,A,A
314,D,D,A,D
315,C,C,C,C
316,D,D,A,D
317,B,A,A,A
318,A,A,A,A
319,A,A,A,A
320,A,A,C,A
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,A,D,D,D
325,A,A,A,A
326,B,B,B,B
327,C,A,A,A
328,A,A,A,A
329,A,A,A,A
330,A,A,A,A
331,A,A,A,A
332,A,A,A,A
333,C,C,C,C
334,B,B,B,B
335,C,C,C,C
336,A,A,A,A
337,D,D,D,D
338,B,B,A,B
339,A,A,A,A
340,A,A,A,A
341,A,A,A,A
342,A,A,A,A
343,A,A,A,A
344,C,C,C,C
345,A,A,A,A
346,C,C,C,C
347,D,D,D,D
348,C,D,D,D
349,D,D,D,D
350,A,A,A,A
351,A,A,A,A
352,A,A,A,A
353,A,A,A,A
354,A,A,A,A
355,A,A,A,A
356,A,A,B,A
357,B,B,B,B
358,C,D,A,C
359,B,B,B,B
360,A,A,A,A
361,D,D,A,D
362,A,A,A,A
363,A,A,A,A
364,A,A,A,A
365,A,A,A,A
366,A,A,D,A
367,C,C,C,C
368,D,D,D,D
369,A,A,A,A
370,B,B,B,B
371,A,A,A,A
372,D,C,D,D
373,A,A,A,A
374,A,A,A,A
