question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
1,B,A,B,B
2,D,D,D,D
3,D,D,D,D
4,C,C,C,C
5,A,D,D,D
6,A,A,A,A
7,A,A,A,A
8,A,A,A,A
9,A,A,A,A
10,A,A,A,A
11,A,A,A,A
12,A,A,A,A
13,B,B,B,B
14,D,D,D,D
15,B,B,B,B
16,C,C,C,C
17,A,A,A,A
18,A,A,A,A
19,A,A,A,A
20,A,A,A,A
21,A,A,D,A
22,D,D,D,D
23,B,B,B,B
24,B,B,B,B
25,B,B,B,B
26,C,C,C,C
27,C,C,A,C
28,A,A,A,A
29,A,A,A,A
30,A,A,A,A
31,D,D,D,D
32,C,C,C,C
33,B,B,B,B
34,C,C,C,C
35,B,B,B,B
36,B,B,B,B
37,A,A,A,A
38,A,A,A,A
39,A,A,A,A
40,C,C,C,C
41,D,D,D,D
42,A,A,A,A
43,B,A,B,B
44,D,D,D,D
45,D,D,D,D
46,A,A,A,A
47,A,A,A,A
48,A,A,A,A
49,A,A,A,A
50,C,C,C,C
51,C,C,C,C
52,A,A,C,A
53,A,A,A,A
54,C,C,C,C
55,B,B,B,B
56,A,A,A,A
57,A,A,A,A
58,A,A,A,A
59,A,A,D,A
60,B,B,B,B
61,C,C,C,C
62,B,B,A,B
63,C,D,C,C
64,A,A,A,A
65,B,B,A,B
66,A,A,A,A
67,A,A,A,A
68,A,A,A,A
69,A,A,D,A
70,A,A,A,A
71,A,A,A,A
72,A,A,A,A
73,A,A,A,A
74,B,B,B,B
75,C,C,C,C
76,A,A,A,A
77,A,A,A,A
78,A,A,A,A
79,A,A,A,A
80,C,C,C,C
81,B,B,B,B
82,B,B,B,B
83,D,D,D,D
84,B,B,B,B
85,A,A,A,A
86,A,A,A,A
87,A,A,A,A
88,A,A,A,A
89,D,D,D,D
90,A,A,A,A
91,B,B,B,B
92,D,D,A,D
93,C,C,C,C
94,C,C,C,C
95,B,B,A,B
96,A,A,A,A
97,A,A,A,A
98,A,A,A,A
99,A,A,A,A
100,C,C,C,C
101,A,A,A,A
102,A,A,A,A
103,C,D,C,C
104,C,C,C,C
105,C,A,A,A
106,A,A,A,A
107,A,A,A,A
108,A,A,A,A
109,A,A,A,A
110,A,A,A,A
111,A,A,A,A
112,D,D,D,D
113,C,C,C,C
114,B,B,B,B
115,B,B,B,B
116,C,C,C,C
117,A,A,A,A
118,A,A,A,A
119,A,A,A,A
120,A,A,A,A
121,A,A,A,A
122,B,B,B,B
123,D,A,D,D
124,B,B,B,B
125,B,B,B,B
126,D,D,D,D
127,A,A,A,A
128,A,A,A,A
129,A,A,A,A
130,A,A,A,A
131,A,A,A,A
132,A,A,A,A
133,A,B,B,B
134,B,B,C,B
135,A,A,C,A
136,D,D,D,D
137,A,A,A,A
138,B,B,A,B
139,A,A,A,A
140,A,A,A,A
141,A,A,A,A
142,A,A,A,A
143,A,A,A,A
144,A,B,C,C
145,A,A,A,A
146,B,B,B,B
147,B,D,D,D
148,B,B,A,B
149,A,A,A,A
150,A,A,A,A
151,A,A,A,A
152,A,A,A,A
153,A,A,A,A
154,A,A,A,A
155,A,A,A,A
156,A,A,B,A
157,B,B,B,B
158,A,A,A,A
159,B,B,B,B
160,C,C,C,C
161,A,A,A,A
162,A,A,A,A
163,A,A,A,A
164,A,A,A,A
165,A,A,A,A
166,A,A,A,A
167,A,A,A,A
168,A,A,A,A
169,A,B,B,B
170,C,C,C,C
171,D,D,D,D
172,C,C,C,C
173,D,A,A,A
174,A,A,A,A
175,A,A,A,A
176,A,A,A,A
177,A,A,A,A
178,A,A,A,A
179,A,A,A,A
180,A,A,A,A
181,A,A,B,A
182,C,C,C,C
183,C,C,C,C
184,B,B,B,B
185,D,D,A,D
186,A,A,A,A
187,A,A,A,A
188,A,A,A,A
189,A,A,A,A
190,A,A,A,A
191,A,A,A,A
192,A,A,A,A
193,A,A,A,A
194,A,A,A,A
195,D,D,D,D
196,C,C,C,C
197,C,C,C,C
198,B,A,A,A
199,A,A,A,A
200,A,A,A,A
201,A,A,A,A
202,A,A,A,A
203,A,A,A,A
204,A,A,A,A
205,A,A,A,A
206,A,A,A,A
207,B,B,B,B
208,B,B,B,B
209,C,C,C,C
210,A,A,A,A
211,C,A,A,A
212,A,A,A,A
213,A,A,A,A
214,A,A,A,A
215,A,A,A,A
216,A,A,A,A
217,A,A,A,A
218,A,A,A,A
219,A,A,A,A
220,D,D,D,D
221,B,B,B,B
222,B,B,B,B
223,B,B,B,B
224,A,A,A,A
225,A,A,A,A
226,A,A,A,A
227,A,A,A,A
228,A,A,A,A
229,A,A,A,A
230,A,A,A,A
231,A,A,A,A
232,A,C,C,C
233,A,A,A,A
234,B,B,B,B
235,B,A,A,A
236,B,A,A,A
237,A,A,A,A
238,A,A,A,A
239,A,A,A,A
240,A,A,A,A
241,A,A,A,A
242,A,A,A,A
243,A,A,A,A
244,A,D,D,D
245,A,A,A,A
246,B,B,C,B
247,D,D,D,D
248,A,A,A,A
249,A,A,A,A
250,A,A,A,A
251,A,A,A,A
252,A,A,A,A
253,A,A,A,A
254,A,A,A,A
255,A,A,A,A
256,A,A,D,A
257,A,A,A,A
258,A,A,A,A
259,A,A,A,A
260,C,C,A,C
261,A,A,A,A
262,A,A,A,A
263,A,A,A,A
264,A,A,A,A
265,A,A,A,A
266,A,A,A,A
267,A,A,A,A
268,A,A,A,A
269,A,A,A,A
270,C,C,C,C
271,A,A,A,A
272,D,D,D,D
273,D,A,A,A
274,A,A,A,A
275,A,A,A,A
276,A,A,A,A
277,A,A,A,A
278,A,A,A,A
279,A,A,A,A
280,A,A,A,A
281,A,A,A,A
282,B,B,B,B
283,C,C,C,C
284,B,D,C,C
285,A,A,A,A
286,A,A,A,A
287,A,A,A,A
288,A,A,A,A
289,A,A,A,A
290,A,A,A,A
291,A,A,A,A
292,A,A,A,A
293,A,A,A,A
294,A,A,A,A
295,B,B,B,B
296,D,D,D,D
297,B,B,B,B
298,C,C,A,C
299,A,A,A,A
300,A,A,A,A
301,A,A,A,A
302,A,A,A,A
303,A,A,A,A
304,A,A,A,A
305,A,A,A,A
306,A,B,C,C
307,C,C,C,C
308,C,C,C,C
309,C,C,C,C
310,A,C,A,A
311,A,A,A,A
312,A,A,A,A
313,A,A,A,A
314,A,A,A,A
315,A,A,A,A
316,A,A,A,A
317,A,A,A,A
318,A,A,D,A
319,C,A,C,C
320,B,C,C,C
321,A,A,A,A
322,A,A,A,A
323,A,A,A,A
324,A,A,A,A
325,A,A,A,A
326,A,A,A,A
327,A,A,A,A
328,A,A,A,A
329,A,A,A,A
330,A,A,A,A
331,C,C,C,C
332,A,A,A,A
333,C,C,C,C
334,B,B,B,B
335,A,A,A,A
336,A,A,A,A
337,A,A,A,A
338,A,A,A,A
339,A,A,A,A
340,A,A,A,A
341,A,A,A,A
342,A,A,A,A
343,A,A,A,A
344,C,C,C,C
345,A,A,A,A
346,C,C,C,C
347,A,A,A,A
348,A,A,A,A
349,A,A,A,A
350,A,A,A,A
351,A,A,A,A
352,A,A,A,A
353,A,A,A,A
354,A,A,A,A
355,A,A,A,A
356,A,A,B,A
357,B,B,B,B
358,C,A,A,A
359,A,A,A,A
360,A,A,A,A
361,A,A,A,A
362,A,A,A,A
363,A,A,A,A
364,A,A,A,A
365,A,A,A,A
366,A,A,A,A
367,A,A,A,A
368,A,D,D,D
369,A,A,A,A
370,B,B,B,B
371,A,A,A,A
372,A,A,A,A
373,A,A,A,A
374,A,A,A,A
375,A,A,A,A
376,A,A,A,A
377,A,A,A,A
378,A,A,A,A
379,A,A,A,A
380,A,A,A,A
381,A,B,B,B
382,B,B,A,B
383,B,B,B,B
384,C,C,A,C
385,A,A,A,A
386,A,A,A,A
387,A,A,A,A
388,A,A,A,A
389,A,A,A,A
390,A,A,A,A
391,A,A,A,A
392,A,A,A,A
393,A,A,A,A
394,A,A,A,A
395,A,A,A,A
396,B,B,B,B
397,D,D,D,D
398,B,B,B,B
399,A,A,A,A
400,A,A,A,A
401,A,A,A,A
402,A,A,A,A
403,A,A,A,A
404,A,A,A,A
405,A,A,A,A
406,A,A,A,A
407,A,A,A,A
408,A,A,A,A
409,B,B,B,B
410,C,C,C,C
411,C,C,C,C
412,C,C,A,C
413,A,A,A,A
414,A,A,A,A
415,A,A,A,A
416,A,A,A,A
417,A,A,A,A
418,A,A,A,A
419,A,A,A,A
420,A,A,A,A
421,A,A,A,A
422,A,A,C,A
423,B,B,B,B
424,C,C,C,C
425,D,D,D,D
426,D,D,A,D
427,A,A,A,A
428,A,A,A,A
429,A,A,A,A
430,A,A,A,A
431,A,A,A,A
432,A,A,A,A
433,A,A,A,A
434,A,A,A,A
435,A,A,A,A
436,A,C,C,C
437,D,D,D,D
438,C,C,C,C
439,C,C,C,C
440,B,A,A,A
441,A,A,A,A
442,A,A,A,A
