question_id,stu1_answer,stu2_answer,stu3_answer,final_answer
1,B,A,A,A
2,A,A,A,A
3,A,A,A,A
4,A,A,A,A
5,A,A,A,A
6,A,A,A,A
7,A,D,B,A
8,D,D,D,D
9,A,A,A,A
10,C,B,B,B
11,A,A,A,A
12,A,A,A,A
13,A,A,A,A
14,A,A,A,A
15,A,A,A,A
16,A,A,A,A
17,A,A,A,A
18,A,A,A,A
19,A,A,A,A
20,A,C,C,C
21,D,D,D,D
22,D,D,D,D
23,B,B,B,B
24,B,B,A,B
25,A,A,A,A
26,A,A,A,A
27,A,A,A,A
28,A,A,A,A
29,A,A,A,A
30,A,A,A,A
31,A,A,A,A
32,A,A,A,A
33,A,B,B,B
34,C,C,C,C
35,B,B,B,B
36,B,B,B,B
37,D,D,D,D
38,A,A,A,A
39,A,A,A,A
40,A,A,A,A
41,A,A,A,A
42,A,A,A,A
43,A,A,A,A
44,A,A,A,A
45,A,A,A,A
46,A,B,B,B
47,B,B,B,B
48,D,D,D,D
49,D,D,D,D
50,C,C,D,C
51,A,A,A,A
52,A,A,A,A
53,A,A,A,A
54,A,A,A,A
55,A,A,A,A
56,A,A,A,A
57,A,A,A,A
58,A,A,A,A
59,A,D,D,D
60,B,B,B,B
61,C,C,C,C
62,C,B,A,A
63,C,D,C,C
64,A,A,A,A
65,A,A,A,A
66,A,A,A,A
67,A,A,A,A
68,A,A,A,A
69,A,A,A,A
70,A,A,A,A
71,A,A,A,A
72,A,A,A,A
73,A,A,A,A
74,B,B,B,B
75,C,C,C,C
76,D,B,A,A
77,A,A,A,A
78,A,A,A,A
79,A,A,A,A
80,A,A,A,A
81,A,A,A,A
82,A,A,A,A
83,A,A,A,A
84,A,A,A,A
85,A,A,B,A
86,A,A,A,A
87,A,A,A,A
88,D,D,D,D
89,D,D,D,D
90,A,A,A,A
91,A,A,A,A
92,A,A,A,A
93,A,A,A,A
94,A,A,A,A
95,A,A,A,A
96,A,A,A,A
97,A,A,A,A
98,A,A,A,A
99,B,B,B,B
100,C,C,C,C
101,A,A,A,A
102,A,A,A,A
103,D,D,A,D
104,A,A,A,A
105,A,A,A,A
106,A,A,A,A
107,A,A,A,A
108,A,A,A,A
109,A,A,A,A
110,A,A,A,A
111,A,A,A,A
112,D,D,D,D
113,C,C,C,C
114,B,B,B,B
115,B,B,B,B
116,C,A,A,A
117,A,A,A,A
118,A,A,A,A
119,A,A,A,A
120,A,A,A,A
121,A,A,A,A
122,A,A,A,A
123,A,A,A,A
124,A,B,B,B
125,B,B,B,B
126,D,D,D,D
127,A,A,A,A
128,C,C,C,C
129,A,A,A,A
130,A,A,A,A
131,A,A,A,A
132,A,A,A,A
133,A,A,A,A
134,A,A,A,A
135,A,A,A,A
136,A,A,A,A
137,A,A,A,A
138,B,B,B,B
139,D,D,D,D
140,C,C,C,C
141,A,A,A,A
142,A,A,A,A
143,A,A,A,A
144,A,A,A,A
145,A,A,A,A
146,A,A,A,A
147,A,A,A,A
148,A,A,A,A
149,A,A,A,A
150,D,D,D,D
151,D,D,D,D
152,A,C,A,A
153,B,B,A,B
154,A,A,A,A
155,A,A,A,A
156,A,A,A,A
157,A,A,A,A
158,A,A,A,A
159,A,A,A,A
160,A,A,A,A
161,A,A,A,A
162,A,A,A,A
163,D,D,D,D
164,C,C,C,C
165,B,B,B,B
166,D,D,D,D
167,D,D,D,D
168,A,A,A,A
169,A,A,A,A
170,A,A,A,A
171,A,A,A,A
172,A,A,A,A
173,A,A,A,A
174,A,A,A,A
175,A,A,A,A
176,B,D,D,D
177,A,A,A,A
178,C,C,C,C
179,A,D,A,A
180,B,B,A,B
181,A,A,A,A
182,A,A,A,A
183,A,A,A,A
184,A,A,A,A
185,A,A,A,A
186,A,A,A,A
187,A,A,A,A
188,C,C,C,C
189,D,D,D,D
190,B,B,B,B
191,C,C,C,C
192,B,A,A,A
193,A,A,A,A
194,A,A,A,A
195,A,A,A,A
196,A,A,A,A
197,A,A,A,A
198,A,A,A,A
199,A,A,A,A
200,A,A,A,A
201,C,B,D,D
202,C,C,C,C
203,A,A,A,A
204,C,C,D,C
205,D,D,A,D
206,A,A,A,A
207,A,A,A,A
208,A,A,A,A
209,A,A,A,A
210,A,A,A,A
211,A,A,A,A
212,A,A,A,A
213,A,A,A,A
214,B,B,B,B
215,C,C,C,C
216,C,C,C,C
217,D,D,A,D
218,A,A,A,A
219,A,A,A,A
220,A,A,A,A
221,A,A,A,A
222,A,A,A,A
223,A,A,A,A
224,A,A,A,A
225,A,A,A,A
226,D,D,D,D
227,C,C,C,C
228,B,B,B,B
229,D,D,A,D
230,A,A,A,A
231,A,A,A,A
232,A,A,A,A
233,A,A,A,A
234,A,A,A,A
235,A,A,A,A
236,A,A,A,A
237,A,A,A,A
238,A,A,A,A
239,D,D,D,D
240,A,A,A,A
241,D,D,D,D
242,D,D,D,D
243,A,A,A,A
244,A,A,A,A
245,A,A,A,A
246,A,A,A,A
247,A,A,A,A
248,A,A,A,A
249,A,A,A,A
250,A,A,A,A
251,A,A,A,A
252,A,A,D,A
253,C,C,C,C
254,B,B,B,B
